Epoch,Train_Loss,Train_Accuracy,Valid_Accuracy
0,2602.619384765625,30.69333333333333,44.49999928474426
1,1852.509033203125,52.49777777777778,58.559995889663696
2,1491.5662841796875,62.586666666666666,64.53999876976013
3,1263.5830078125,68.29333333333334,69.17999982833862
4,1096.3848876953125,73.03111111111112,73.17999601364136
5,956.6987915039062,76.42,74.27999973297119
6,853.7175903320312,78.94888888888889,76.35999917984009
7,757.373779296875,81.37333333333333,77.71999835968018
8,680.4095458984375,83.18444444444444,78.59999537467957
9,610.8355102539062,85.1,79.29999828338623
10,547.2009887695312,86.39111111111112,80.03999590873718
11,504.4235534667969,87.68222222222222,80.87999820709229
12,451.5287780761719,88.79555555555555,81.07999563217163
13,400.84576416015625,90.03777777777778,80.89999556541443
14,374.30072021484375,90.6511111111111,81.63999915122986
15,334.7951965332031,91.76666666666667,80.91999888420105
16,301.2468566894531,92.61555555555556,81.55999779701233
17,271.31976318359375,93.29777777777778,81.67999982833862
18,248.10696411132812,93.88666666666667,82.11999535560608
19,231.03045654296875,94.30444444444444,81.99999928474426
20,223.40228271484375,94.44666666666667,82.83999562263489
21,193.2112274169922,95.22222222222223,82.71999955177307
22,182.93145751953125,95.58,82.6200008392334
23,173.34036254882812,95.74222222222222,83.35999846458435
24,154.06488037109375,96.24,83.71999859809875
25,147.18385314941406,96.41333333333333,83.49999785423279
26,132.28433227539062,96.71555555555555,83.67999792098999
27,130.4502410888672,96.81333333333333,82.99999833106995
28,124.3251953125,97.02444444444444,83.93999934196472
29,117.12673950195312,97.21777777777778,83.31999778747559
30,111.29007720947266,97.32888888888888,83.39999914169312
31,107.48873138427734,97.4,83.81999731063843
32,96.9245834350586,97.62222222222222,83.9199960231781
33,90.08356475830078,97.8488888888889,83.89999866485596
34,92.20960235595703,97.84222222222222,84.7000002861023
35,84.79219818115234,98.02666666666667,83.77999663352966
36,79.80874633789062,98.05333333333333,84.579998254776
37,79.31970977783203,98.12,84.3999981880188
38,71.6030502319336,98.24,83.81999731063843
39,69.34723663330078,98.40444444444445,84.29999947547913
40,70.307373046875,98.33333333333333,84.38000082969666
41,68.1987075805664,98.37555555555555,83.75999927520752
42,69.55531311035156,98.39111111111112,84.11999940872192
43,60.887062072753906,98.5911111111111,84.63999629020691
44,58.589412689208984,98.69777777777777,84.4599962234497
45,56.54791259765625,98.60888888888888,83.93999934196472
46,54.60577392578125,98.77111111111111,84.43999886512756
47,56.854122161865234,98.68888888888888,84.49999690055847
48,49.6961784362793,98.82666666666667,84.41999554634094
49,53.93534469604492,98.75333333333333,85.07999777793884
50,52.80083084106445,98.74222222222222,85.43999791145325
51,50.698753356933594,98.81777777777778,84.71999764442444
52,47.776268005371094,98.90444444444445,84.9399983882904
53,45.4345703125,98.96444444444444,84.59999561309814
54,45.58726501464844,98.92888888888889,84.31999683380127
55,42.1207275390625,99.0111111111111,85.37999987602234
56,38.73492431640625,99.1,84.47999954223633
57,41.77578353881836,99.06,85.4200005531311
58,38.607582092285156,99.08444444444444,84.3999981880188
59,36.23819351196289,99.14222222222222,84.63999629020691
60,39.082393646240234,99.08222222222223,85.27999520301819
61,42.79666519165039,98.99555555555555,85.13999581336975
62,38.16714096069336,99.06666666666666,85.0600004196167
63,34.84687042236328,99.18666666666667,85.15999913215637
64,32.770931243896484,99.28444444444445,85.01999974250793
65,36.297428131103516,99.16,85.49999594688416
66,34.2603874206543,99.21333333333334,85.78000068664551
67,30.887907028198242,99.28888888888889,84.71999764442444
68,30.771141052246094,99.25777777777778,85.11999845504761
69,30.146570205688477,99.28444444444445,85.17999649047852
70,29.83905029296875,99.35777777777778,85.21999716758728
71,28.660795211791992,99.35333333333334,85.27999520301819
72,27.38990592956543,99.36666666666666,85.47999858856201
73,29.65241813659668,99.34,85.0600004196167
74,30.3738956451416,99.30888888888889,85.19999980926514
75,29.920547485351562,99.3,85.53999662399292
76,28.594655990600586,99.35333333333334,85.19999980926514
77,29.871715545654297,99.2911111111111,85.63999533653259
78,25.08896827697754,99.43111111111111,85.43999791145325
79,24.104703903198242,99.44888888888889,84.97999906539917
80,21.56778335571289,99.51333333333334,85.8199954032898
81,25.739864349365234,99.41777777777777,85.4200005531311
82,25.032846450805664,99.42444444444445,85.31999588012695
83,23.244672775268555,99.46666666666667,85.13999581336975
84,21.10238265991211,99.54,85.74000000953674
85,21.646543502807617,99.54666666666667,85.47999858856201
86,20.87057876586914,99.53111111111112,85.47999858856201
87,22.56448745727539,99.48,85.25999784469604
88,21.227548599243164,99.49555555555555,85.6000006198883
89,19.886287689208984,99.53555555555556,85.49999594688416
90,20.60782241821289,99.50444444444445,85.47999858856201
91,21.003585815429688,99.50888888888889,85.45999526977539
92,21.31145477294922,99.51777777777778,85.74000000953674
93,18.8343563079834,99.57333333333334,85.89999675750732
94,18.101266860961914,99.54444444444445,85.25999784469604
95,18.414445877075195,99.59333333333333,85.999995470047
96,16.27811622619629,99.62666666666667,86.23999953269958
97,20.073970794677734,99.53333333333333,85.74000000953674
98,18.703784942626953,99.57555555555555,85.75999736785889
99,21.05451774597168,99.54444444444445,85.03999710083008
